#"Step" "Potential Energy (kJ/mole)" "Temperature (K)"
363500 22066.395149517633 290.00533829645696
364000 22045.464577067472 319.7847748869724
364500 22100.94373546896 307.47133541149657
365000 22012.52742992697 301.0760289220586
365500 22010.03236328421 292.4628494272827
366000 21984.444069254972 296.6514975651192
366500 22048.964228022673 304.52946638972077
367000 22044.15089784918 283.809292172514
367500 22142.58825527487 279.3514673122947
368000 22046.21449695883 305.6424206422216
368500 21989.907019961454 293.08160793410497
369000 22000.67880188284 291.9976665916052
369500 21984.76586376486 294.0537281644607
370000 21999.732469904997 275.21428642464133
370500 21973.989970553495 299.2201789576489
371000 21989.21419845877 307.7872482020175
371500 22015.979735243895 282.1137266453235
372000 22038.84313999472 308.0830597270243
372500 21977.904571879484 337.42009324726416
373000 22022.38174568472 303.099522940202
373500 21961.982087481596 291.4246428445518
374000 21974.835057604887 297.1076435927636
374500 22024.267000067808 299.991136336608
375000 22127.558329928495 280.901242340912
375500 21952.428943980314 287.49172886424003
376000 22022.26182161627 279.4360528367931
376500 22047.51149617491 289.3846272383146
377000 21963.260973322966 298.623474267661
377500 21929.046904910185 312.5364788304186
378000 22008.58715759573 305.8059593316411
378500 22088.389432970263 296.53582141575333
379000 22097.194964755156 300.55209431781117
379500 22098.777881968595 300.64451508029947
380000 22002.755003440954 306.71006569101064
380500 22075.76299129782 285.64864558153914
381000 22012.86354671774 286.9966569737382
381500 21948.854438174345 278.9506435720553
382000 21882.40524517355 294.94847229057723
382500 21996.652894008734 289.9646601439533
383000 22024.150565016844 284.4835732284151
383500 22067.62609969435 292.97171434057196
384000 22060.878986704924 287.94602247140114
384500 22030.853822100737 307.5543188426041
385000 21950.163803446867 308.5834135191743
385500 22143.714643824675 283.97533413285674
386000 21944.8537343627 321.9427195864064
386500 22052.918012011625 287.0993912124306
387000 21966.895812380888 299.19386958024495
387500 21948.612955439665 319.0100375689191
388000 21928.0174645072 311.8719605311184
388500 21985.38785206137 308.82738230335946
389000 21990.627580035307 289.7606185309948
389500 21868.678753722288 300.3455994993478
390000 21879.675663102247 289.14441336051436
390500 22032.552534449675 266.4765441687219
391000 21980.851342070677 290.8146457859611
391500 21913.381627667524 287.0873254465803
392000 21926.709195483305 256.29764380954725
392500 21853.19101558981 290.97105015324917
393000 21995.812711108305 300.03259050309794
393500 21986.412066805937 303.83448328328393
394000 21983.079255927183 292.85025563537323
394500 22082.990465510466 293.95039314074677
395000 22094.854082215406 290.9543533361907
395500 21999.629788983442 290.5368828443113
396000 21987.099897254087 319.2576611286523
396500 21934.875954020597 295.4909811650756
397000 22011.86784051714 288.11574424000116
397500 21930.804853785612 304.99933034202485
398000 22028.837761033155 290.7552181342419
398500 21964.411919463255 310.32629086681527
399000 21928.843242991545 318.71958304368815
399500 22044.68771349249 297.47817775483105
400000 22007.087911952116 298.88659307440946
400500 22053.984436381437 302.81317377928525
401000 22043.029557097532 315.08871373298217
401500 22090.64807735739 299.6640088923507
402000 22040.128343451597 309.2299082678267
402500 22022.715234625914 302.4426396172178
403000 21926.423141110517 308.1958571148284
403500 22015.847752798178 282.2921347640273
404000 22077.460547793486 286.03147080384
404500 22055.97283111868 295.97644049523194
405000 22076.536842692472 297.8134908950076
405500 22023.016643393614 321.4490745603308
406000 22035.274714339354 314.3165547839799
406500 22014.139298785307 286.8585264841903
407000 22018.14478861151 295.34932106352585
407500 21950.55569492636 311.8351624485459
408000 22000.701309073545 299.6649851680108
408500 22029.97657810507 285.20313845531876
409000 21943.99277721701 303.92935725127717
409500 21959.2372783309 285.32291996899886
410000 21940.641348231413 310.77319982475274
410500 22074.942043650724 292.05331430423024
411000 21908.298220027067 307.50347741015185
411500 22010.86341606436 283.77785108971733
412000 21978.77613102255 286.30367648404
412500 22048.0377105361 300.74106623981135
413000 21944.058088648893 291.7067614776081
413500 21971.07489239035 294.0539534588438
414000 21993.570726740934 289.51009117699056
414500 21990.80216442404 295.72673922063234
415000 21967.501931834795 319.11822893822426
415500 22037.973080027677 304.7101274522556
416000 22040.588760722258 296.9966735927336
416500 22055.65809475241 294.8474152434035
417000 21985.90651046095 304.07807657683065
417500 22117.840454447844 298.8062380777714
418000 22053.84708105383 309.29228977923543
418500 22015.155548441984 300.0007488969535
419000 22106.19495235739 296.0666583793078
419500 21986.707357752897 305.0605353160997
420000 22079.339499343016 285.65540441303204
420500 21951.286661494352 291.791397067525
421000 21941.211033213713 300.221337130715
421500 22049.91728102026 275.2550897406912
422000 21960.95658050833 292.14112904821974
422500 21963.500479090788 287.88068710030296
423000 22046.611070979216 294.1082243724611
423500 21994.57039867697 303.6746995002495
424000 22023.571298945524 317.1519096279692
424500 22123.00915180502 314.6331935230686
425000 22077.49703251181 302.3226077764454
425500 22063.284801352598 303.2324966916479
426000 22046.111379969694 293.0182751797454
426500 21959.146113265135 303.58410612553513
427000 21865.998962748625 300.10974131295416
427500 22009.6440147048 271.06193571519276
428000 21910.659313548185 292.83135593990227
428500 21957.53284298239 292.6547001108448
429000 21958.03056942282 302.52967834722114
429500 21974.899712908842 316.73356299126664
430000 21916.53062282858 313.39975684102916
430500 22013.59434448538 300.62461407645924
431000 21974.80309902487 298.8345751046232
431500 21953.04027973471 280.0384900171954
432000 21939.926350939848 307.3538819397752
432500 22040.78528915701 281.51975052064194
433000 21962.317750084974 296.51081373922955
433500 21952.626589167692 290.22920581512807
434000 21929.13783489523 278.7418457443425
434500 21827.145506966688 299.26548816136074
435000 21924.005169261076 281.7826940984258
435500 21980.464653361418 292.7951336096421
436000 21951.312766421415 311.7230659766003
436500 21888.89963423071 299.37433038110595
437000 21895.51414047537 301.8475870860393
437500 21989.703297961332 285.1016308193788
438000 22008.984082568266 297.9518466789386
438500 21897.42039047537 294.9535539305515
439000 21907.620670664885 290.89975699735345
439500 21948.98892246542 288.2511711969519
440000 21866.369522441008 292.70416474428924
440500 21866.465801585295 286.777070048346
441000 22014.936645854094 272.14204705317985
441500 21878.330921996214 299.9325597970027
442000 21929.22980629263 299.0571909878326
442500 22000.627006638624 295.87395658363187
443000 21971.062498438932 309.90594161337407
443500 21918.83124624548 315.6433634714586
444000 21956.28773890791 310.8272204112776
444500 21995.362165320494 324.0093699952675
445000 21983.29529987631 330.46510544479395
445500 22014.461187232115 305.2871814654956
446000 21998.30176197348 304.8727899968519
446500 21974.44204770384 295.1588972443902
447000 21909.505115855314 311.32797472677527
447500 21958.005855906584 298.2765459504003
448000 21977.04323803244 314.30488954147734
448500 21944.199671137907 307.00207224421405
449000 21925.96726738272 314.0273769269199
449500 22029.284143794157 286.9861933012788
450000 22062.898355353453 289.1111198572344
450500 21985.919394839384 300.1518963953025
451000 22018.187094081022 302.6580210474589
451500 21972.097215045073 304.73533539045326
452000 21990.954626429655 306.9715073062405
452500 22045.366459239103 295.20262938742025
453000 21976.82766567526 296.8863544431436
453500 21947.757587302305 316.16679742152144
454000 22033.945063937284 310.7547006526295
454500 21985.675389636137 309.7656082454137
455000 21956.640995371916 290.75824709205904
455500 21913.475757945158 285.33065507615186
456000 21871.086073268034 278.58246248465576
456500 21946.68240772543 274.48410732902283
457000 21856.91784321127 286.29659222732704
457500 21844.219396937468 279.073504108971
458000 21764.359260428526 282.1293971213033
458500 21891.276029933073 271.13798508584273
459000 21875.289966929533 280.96317326355455
459500 21848.05965327082 297.85048923925405
460000 21939.41714893637 277.6687936303591
460500 21962.585797656157 296.7329790336728
461000 21904.219452727415 302.76984215960283
461500 21948.120542872526 295.7230093469566
462000 22015.82549606619 292.69895794076876
462500 21906.62917171774 284.3912025313452
463000 21941.632308352568 282.55750651460676
463500 21890.203274119474 311.1422069915569
464000 22024.378080714323 283.62342430645873
464500 22051.830554354765 285.77290795017194
465000 21971.508555758573 305.23538879009243
465500 22029.163409579374 274.5397550416479
466000 21925.373702395536 304.58223534078405
466500 21987.68220173178 294.69066041818616
467000 21961.32552467642 303.1386991301517
467500 22018.590578425505 284.50184710615525
468000 21974.256534922697 290.6475774845398
468500 21980.429282534697 295.17889837906733
469000 21933.3412135726 282.61022540025147
469500 21971.029919016935 293.5738511284634
470000 21999.39232670126 286.6078739666399
470500 21924.275074351408 288.2463899494884
471000 21964.82748447714 297.2996695052903
471500 21919.639171469786 292.7017616042029
472000 21866.950275290586 309.7828808147845
472500 21883.07838569937 324.07455517011033
473000 21950.010752070524 321.89898744337626
473500 22058.687066424467 318.0852291590137
474000 22040.484619486906 296.7483991825603
474500 22003.072288859465 294.7002229131132
475000 21992.851791728117 290.2759418832661
475500 21981.119977343657 297.28304778635953
476000 22010.512388098814 303.28804427343596
476500 22149.459174025633 292.88700365252737
477000 22064.116314280607 294.76708527947466
477500 21920.54867588339 282.65395754328165
478000 21939.433877099134 309.7358443541356
478500 21983.73016868887 290.71188651455947
479000 22010.819376338102 295.28258386071053
479500 21990.311946261503 292.4305822650814
480000 21918.549839366056 319.88305330342126
480500 21874.288195002653 315.4117858783438
481000 21999.399902213194 305.9023602948975
481500 21921.947845805265 296.8455260943845
482000 21871.893072474577 298.1943885986975
482500 21830.718080509283 271.7659556296627
483000 21927.710501063444 267.67475982887044
483500 21946.810472834684 268.8071394637361
484000 21944.887225258924 298.3984051789468
484500 21973.403187144377 287.9398143595114
485000 21881.181799281218 300.85972128157596
485500 21852.065150607206 287.87510480614395
486000 21863.331878054716 285.88185030075414
486500 21949.117111552336 286.7717631139886
487000 21828.864031184294 293.99067076990275
487500 21888.570221293547 300.39436321693375
488000 21908.904813159086 286.0550766486468
488500 21914.802218783476 298.14917952582266
489000 22012.219882596113 289.0802795594593
489500 22031.45452486334 293.09247212991215
490000 22049.75277410803 307.72639368587204
490500 22151.29913591204 281.27295304031344
491000 22056.320468295195 316.31519132185485
491500 22045.760839331724 304.9487893020834
492000 22026.967762816526 310.12107271652286
492500 22044.72775112448 302.89495564034956
493000 21976.459200251677 294.1373874787176
493500 21926.00561152754 309.1963644374544
494000 21914.108933318235 296.4536390313413
494500 21910.077221978285 303.55071249141827
495000 22051.881059992887 293.2123037090107
495500 22057.126777995207 292.0582707806584
496000 21994.64446293173 305.5047908068584
496500 21926.190832484343 323.64394250588356
497000 21948.855189669706 303.3210123514959
497500 21978.423109400846 294.2440518527595
498000 21992.563902247526 281.05874814740633
498500 21992.871269095518 288.4654261552775
499000 21972.0124174243 286.4260613994804
499500 22040.27149998007 291.10490004951816
500000 21981.77366768179 317.5145584866282
500500 22032.174223292448 296.88873255052073
501000 22011.607282031157 281.5434314635764
501500 22060.809159148313 290.36475793562494
502000 21999.85218702612 312.932896813833
502500 21952.130083430387 292.8406180423185
503000 21912.194355834104 296.34970322260574
503500 21935.385409701445 288.05473952760025
504000 21911.046326029875 300.1624852313081
504500 21977.073315966703 297.19530814049773
505000 21914.93798862753 309.9235145752557
505500 22036.607379305937 304.066836890385
506000 22085.08699666319 306.9088754677395
506500 21988.850458014585 324.8015801443654
507000 21912.469142306425 301.44293334128724
507500 21963.453485835173 306.2461344907948
508000 21907.95745776949 292.25447715562694
508500 22054.78291319666 291.78681608173537
509000 21974.651796687223 322.3532810505374
509500 22006.28496705351 292.1926713965306
510000 22003.59259115515 305.2916623204483
510500 21876.066968310453 292.1288129552771
511000 22014.86673485098 295.9457754264214
511500 21952.344575751402 299.6025786238928
512000 21907.56139456091 301.26234737688014
512500 21936.91876446066 292.5641067361304
513000 21927.641641009428 296.4087553836864
513500 21939.873174059965 299.57173832611767
514000 22027.935452807524 276.40792109900025
514500 21921.876503337004 296.477670432205
515000 21986.44817386923 297.1168806624706
515500 21922.598708499052 302.60605314309106
516000 22072.791182864286 275.57751103561276
516500 21997.959107745268 289.0456843552993
517000 22042.52305733023 279.63168345944933
517500 21833.608923304655 304.50986577839126
518000 21938.197656143286 285.4406237678126
518500 21934.327225077726 277.23965789597713
519000 21947.16995083151 294.9279204362969
519500 21943.823626387693 301.01657623763015
520000 22009.698698390104 290.7219496636711
520500 22021.723452914335 299.59757208204616
521000 21970.97799151001 299.69575036765815
521500 22021.624285328962 300.00154994364897
522000 21954.689026702024 285.3005156942353
522500 21913.708925593473 282.10804422032754
523000 21989.028763163664 307.16265707394405
523500 22019.33999859152 279.0716516884878
524000 21933.69322048483 305.9061152012825
524500 21896.026896823027 307.4808228082959
525000 21935.702257502653 297.59528076862324
525500 22129.028313029386 282.2105030992184
526000 21965.704602587797 305.1343317429187
526500 21916.212657321073 300.51962689393594
527000 21946.61405025778 304.58659103219054
527500 22135.66195522604 289.96000406003594
528000 22031.678696024992 288.598900560908
528500 21997.342638362028 286.7285566578524
529000 22026.223720896818 293.6636184237731
529500 21993.128964293577 286.85832622251644
530000 21834.766160357573 309.52782254040903
530500 21987.713165629484 294.88824359216255
531000 22031.800063956358 300.36487468545727
531500 21982.972095835783 310.6295371064643
532000 21975.397061694242 305.76420477264037
532500 21949.672842848875 308.8997768984614
533000 21981.092410433866 315.11554879728004
533500 21989.87761818228 282.6500774733505
534000 21977.432228792288 309.5750592627318
534500 22064.348541606047 283.675016720188
535000 22081.709701884367 295.5123590987606
535500 21913.18786464987 293.70412134731214
536000 21903.89254032431 317.64653092970474
536500 22035.72317539511 291.94797666377764
537000 21997.08622347174 300.12408505534466
537500 21975.291297305204 300.81185874152237
538000 21925.07327305136 318.2783314780374
538500 21943.86015926657 311.2174553155114
539000 21970.652056325056 310.7300934994534
539500 22030.886975634672 321.08066817854825
540000 21929.983576167204 314.03426092195895
540500 21998.859650004484 327.01639915917684
541000 21988.97853599844 296.2620887402901
541500 22028.35051094351 293.0538216268563
542000 22079.677746165373 277.10645885014816
542500 22040.9094318038 311.5679883429017
543000 22018.859817851164 314.6906185580492
543500 22038.63990246115 312.33496552109267
544000 22057.263367999174 318.23352292851024
544500 22037.484287608244 312.58021097344874
545000 22156.640476573088 313.39259748618855
545500 21989.027828562834 308.9142458043981
546000 21887.61202656088 309.27787093871723
546500 21868.467593539335 297.2904574682925
547000 21927.71239124594 290.87126977424623
547500 21935.549770701506 287.777251945752
548000 22033.70356022177 293.766402727884
548500 21980.68882786093 301.67934224728407
549000 22100.13121734915 297.7929640734365
549500 22120.894527781584 300.55589928961456
550000 22064.811221469023 310.8806902781994
550500 22035.930029261686 306.65421771671174
551000 21965.51878677664 297.8233788151546
551500 22017.00326763449 296.123182236756
552000 21988.292122233488 304.47822443392073
552500 22036.853721964933 293.31095761609805
553000 21993.461193430998 320.33772240122096
553500 22055.557854998686 297.0825858508214
554000 21988.170545924284 292.4893590663605
554500 21955.170626032927 288.7495474050724
555000 21972.421015132048 287.6501108155574
555500 22013.673574793913 281.16408578785894
556000 22013.800218928434 278.02150450345266
556500 21896.181986201384 298.51575851983125
557000 22009.863857615568 298.0687243983476
557500 22003.77351366339 308.74257148447793
558000 22062.006708133795 269.7480188729691
558500 22009.775212634184 304.01934984096994
559000 21974.29565583525 293.62201406102776
559500 21984.9475511199 286.02854197685974
560000 22039.38491855917 287.2938452977528
560500 22005.63641201315 294.4818375577642
561000 22050.605627883055 301.2635239142141
561500 22105.313119280912 308.3336872118655
562000 22014.385206568815 277.4920877358831
562500 21940.677421916105 309.1240699731894
563000 21989.245841372587 299.3169303788346
563500 22004.106793749907 308.15485353710466
564000 21988.656407702543 312.38723381797126
564500 21901.377314913847 313.8053117633136
565000 21933.850693095304 308.51389768563416
565500 21916.055692065336 279.597488778637
566000 21817.04640566168 274.25778660484696
566500 21914.828884471037 267.9116944217612
567000 22002.356225360014 278.2142062991286
567500 21973.73407708464 296.10771202244996
568000 21977.96231209097 294.92394023552885
568500 22120.55385433493 303.5726661774156
569000 21991.443866122343 309.70562987409136
569500 21932.689412463285 312.7284046121083
570000 22012.51159702597 299.52034617406224
570500 22002.089758265593 283.4191323664079
571000 21940.76304470358 298.30533356601836
571500 21975.341062892057 322.8292029184759
572000 21978.527000773527 292.1387509408426
572500 21953.861356127836 283.4351032348986
573000 21909.217039454557 285.59149590636014
573500 21932.133653033354 290.68760478660346
574000 22026.70556675253 287.9885029789696
574500 21967.087143290617 297.8692137057604
575000 22064.32836233435 293.08771591515784
575500 22048.17396103201 296.4712870913506
576000 21955.824634898283 306.4123767128114
576500 21917.873707640745 304.3126831277627
577000 22073.032492983915 293.43269168109833
577500 22112.04661213217 283.6218222130678
578000 22061.522014010527 321.21071310301386
578500 21996.244850504972 295.57982225014365
579000 22039.353556025602 308.6491744463294
579500 22019.295809138395 306.6588487679199
580000 21964.871371198275 307.88024471681825
580500 21985.21836601553 312.67576082459124
581000 22013.452770579435 296.01268785820133
581500 22019.11002336798 291.76173330708383
582000 22007.15025173483 303.37786163416416
582500 22059.633061755278 315.7272230473893
583000 21984.075455058195 293.5009058137584
583500 22028.81206737814 297.1355300308492
584000 22026.808880675413 297.9197046802834
584500 22053.559113848783 296.9471338611614
585000 22021.520014155485 301.7271046565007
585500 22129.291361201384 286.6450976052695
586000 21987.478039134123 315.21430283520436
586500 22060.891700614073 292.34434458177356
587000 22037.90670691786 299.8453458380348
587500 22070.527313578703 301.4237332533055
588000 22038.666780818083 317.5057219402689
588500 22070.834764826872 317.82048322616515
589000 22009.85700308142 307.1653606065411
589500 22009.964591372587 317.30896484569723
590000 22013.531858790495 295.62600759867865
590500 21908.341734278776 297.93071907234594
591000 22017.280448783018 295.571586488806
591500 22015.706215251066 294.3612800300979
592000 21970.557413447477 306.9268489529688
592500 22027.286348689177 302.872651496423
593000 22042.76047264395 291.9987429981023
593500 21970.23095928488 328.26565651345163
594000 22074.140569556334 295.83505575348374
594500 22082.316027033903 287.3331466512487
595000 21981.383238185026 302.6246774787605
595500 22089.824542391874 296.73628335129155
596000 22053.41021536646 302.47543246631307
596500 21987.996680605986 301.2555885453872
597000 22050.33543812094 285.82377441533345
597500 22076.791538584806 305.3369464914509
598000 22052.808512557127 302.9194626626887
598500 22040.072507250883 309.1297523981853
599000 22037.842346537687 292.21615207779115
599500 22066.10587536154 301.98604300080723
600000 22124.71530567465 296.84309792158894
600500 21977.493823397734 307.0633272837073
601000 21934.621181834318 312.80470430985065
601500 21919.625989783384 292.99504482557717
602000 22011.560066569426 281.602258330274
602500 21980.979297030546 288.53864682978406
603000 21957.27294157801 311.59204477647455
603500 21979.910029876806 316.17405690719903
604000 22061.62053715048 296.3087747430097
604500 22012.78455578146 300.0440805166359
605000 22042.06398044882 313.8182536739871
605500 22042.177883494474 330.05972575147416
606000 22194.901145327665 310.1145642121222
606500 22019.50250564871 307.79545893064596
607000 22030.521972048857 294.0144268109649
607500 22005.676423419096 286.24973099564284
608000 21960.784715045073 287.5450986003248
608500 21995.75583492575 277.00878121872086
609000 21913.451079714872 294.2054764478315
609500 21963.76230179129 299.94632778708086
610000 22019.738866675474 270.8148378423534
610500 22008.365935195066 273.85663743938755
611000 22039.72615372 295.5271033644989
611500 22062.49126373587 304.422176197948
612000 22021.61650501547 317.71769892205424
612500 22149.08610760031 315.0122638389845
613000 22272.598810542204 303.97288913263344
613500 22035.49934421835 323.01031456977694
614000 22026.222808230497 301.078857618202
614500 22108.269504416563 306.5009424380779
615000 22157.787636268713 294.54777371388394
615500 22096.22748409567 301.42195593094993
616000 22016.44643055258 316.1995652379075
616500 22156.47697578726 288.8640470171043
617000 22129.6050227767 288.36204106614497
617500 22048.373746264555 289.60303762637284
618000 22013.446283448317 276.14007111020675
618500 21956.43118320761 304.2145048421507
619000 22057.256360400297 289.7451483166888
619500 21936.605324137785 290.7888120300326
620000 21951.714491117575 271.7749423722774
620500 21889.35907207785 285.9456086111707
621000 21988.81435208378 305.9005329071235
621500 22004.71586977301 293.3865063325634
622000 21962.095184672453 292.2984095603309
622500 21976.53871761618 302.93916340485515
623000 21987.30044590292 312.83111381809147
623500 22044.803861964323 298.90434126525565
624000 22025.87045155821 283.9561841102935
624500 21973.63211308775 295.17571922499474
625000 22051.08211742697 295.0603935335581
625500 22072.000671733 281.06951221237654
626000 22041.74204193411 290.2035723208734
626500 22010.92856537161 304.2857979980464
627000 21989.66302429495 298.40821800096614
627500 22050.598945010282 307.4527110758272
628000 21982.355470683255 305.512701142976
628500 21985.217667449095 295.01566008215866
629000 21951.807319987394 297.275688169845
629500 21935.34892689047 292.80061577296414
630000 21919.02265774069 323.2896545721084
630500 21925.531265128233 317.2114374105253
631000 22040.083256114103 290.1272475904219
631500 21944.201891291716 306.1646029568228
632000 21991.541858065702 281.9286347932544
632500 22002.81190286932 309.58349528574337
633000 22018.47179924307 317.31792655560264
633500 22013.20104633627 325.64903748274065
634000 22091.542802680113 296.35909048856814
634500 22006.86156021414 301.6394901741851
635000 21929.83710418997 285.6814634633437
635500 21979.57323108969 293.71533600104857
636000 21883.01120888052 315.8521112337529
636500 21944.330816615202 299.95821832396655
637000 21901.55143963156 302.0453204562711
637500 21947.225235331633 313.82911786979423
638000 21943.42241894064 300.14135762471545
638500 22026.9259627944 279.9784115150361
639000 21924.65529762564 312.794215604682
639500 22008.371482241728 279.45660469107344
640000 21959.804965365507 280.2751242175753
640500 21981.519106257536 281.2583089054121
641000 21961.827247489073 294.1932604857257
641500 21904.126883733847 311.35748829096104
642000 21996.313249219038 307.57159141197485
642500 21997.687240291216 323.8379209697304
643000 22104.113142836668 293.71258240303297
643500 22046.524244177916 316.17112808021875
644000 22058.193252194502 304.7006650881655
644500 22012.54665385542 306.30215769405834
645000 22098.246141779997 291.4815672253477
645500 22030.594097483732 301.3317380468741
646000 22015.885434496977 305.97415410497786
646500 21954.13994442282 306.37415176581254
647000 21927.403785098173 310.5678565109141
647500 22007.868435252287 295.0991191347416
648000 21986.383001673796 320.474801516981
648500 21963.5681251174 304.42770842668847
649000 21890.488684046843 315.59562609495123
649500 22094.372772563078 306.29457278316073
650000 22015.13926159201 307.5093600968216
650500 22017.814541209318 306.44892446829164
651000 21988.864444125273 282.93462427920247
651500 22019.35845600424 275.4045850802309
652000 21863.635587561705 325.6887643922935
652500 21974.594592440702 282.69323386406825
653000 21883.376832354643 296.74532015932465
653500 21828.80332695303 311.15547432745046
654000 22000.262767661192 281.0661077639208
654500 21904.833162177183 298.64297474815356
655000 22007.12036119757 281.2332761961791
655500 21958.035595286467 306.47112848138136
656000 22012.094197381117 306.4952850457912
656500 22077.60575615225 296.55597274668594
657000 22074.31144367514 295.65246717233794
657500 21975.175908911802 301.7245012547404
658000 21966.067446101286 307.4579929774754
658500 21976.558729041197 303.7826155097531
659000 21962.44705997763 297.0070121016468
659500 22018.58134876547 302.00091243009166
660000 21988.71787964163 327.1437655837546
660500 22045.44630657492 308.207096801274
661000 21954.78126751242 313.775172381397
661500 22005.12265621481 312.6622932270239
662000 22007.102476466276 307.6108677327615
662500 21995.673639643766 311.85378678421523
663000 21931.18432556448 310.8649447040918
663500 22068.360063899137 296.7154060717912
664000 22057.49236761389 296.16468646866434
664500 22019.77359901724 297.26610064220876
665000 21941.876191485502 303.0427487556615
665500 22042.96587144194 292.92445258553994
666000 22044.470578539946 293.82588044502165
666500 22017.80719982443 294.15145586130654
667000 21972.05787931738 316.626823519097
667500 22065.45939098654 294.69238767512326
668000 21973.082971919157 290.8615570830638
668500 21995.49874054251 302.4799884193936
669000 21992.705861437895 288.4608451694878
669500 21949.158197749235 282.4753491629039
670000 21958.195188153364 295.8945835360399
670500 21893.444439280607 293.0287889176233
671000 21956.7093070632 269.14953686062563
671500 21912.159959185698 291.5610460771626
672000 21922.112603533842 295.15036109054165
672500 22037.091244090177 295.57076040940126
673000 22115.323847163298 281.93289035382395
673500 22132.7217239028 284.3176063662001
674000 21934.753248561003 303.71319980704993
674500 22051.393559802153 301.24887977931274
675000 22022.803965437986 296.37536174956955
675500 21944.071510661222 299.9574172772711
676000 21913.39226471243 294.1689286923512
676500 21964.32867275534 296.0092583770364
677000 21885.028303492643 300.6970837696889
677500 21970.08514438925 295.28381046346294
678000 21980.74484096823 296.09414429404563
678500 21955.23070751486 297.5930528575015
679000 21977.334478724577 309.4945540698384
679500 21994.32804333029 299.6411540288209
680000 21908.169494975187 301.8150195313271
680500 21943.013153422453 314.405721294268
681000 22135.27681576071 304.47644711156516
681500 21939.055116999723 308.42140182501805
682000 21975.519924748518 285.27315494304355
682500 21917.994677413084 291.2650342904819
683000 21900.600271571257 291.0458979538559
683500 21880.646646845915 288.74146183999017
684000 21936.315080035307 287.6559184040995
684500 21952.907748568632 317.3702449178997
685000 21922.8718193656 275.9386579317177
685500 21913.684255946257 293.3112830413181
686000 22122.58331714926 288.1225281042033
686500 21952.251752246 292.93336423002694
687000 22004.605932582 307.11271681902406
687500 21939.925623286344 306.9902818381653
688000 21959.789809096434 307.7449429234137
688500 22038.422542203047 289.1042608949046
689000 22034.440979350187 283.1792689465369
689500 21956.505688059904 304.9940985057952
690000 21935.990455973722 294.8262876368108
690500 21912.16453610716 302.36904345207273
691000 21907.763970244505 303.2118447065306
691500 21947.416959632017 297.45917792852316
692000 21903.774771082975 307.4072016104416
692500 21982.441647875883 278.86177745427796
693000 21986.43704735098 294.91820774511444
693500 21977.915075648405 297.5342009580946
694000 22071.938073504545 269.4769146319753
694500 22002.7751563674 279.1926347722111
695000 21923.322795260527 278.05432238525714
695500 21926.585447657682 296.3581392456173
696000 21915.428791392424 290.31999945151625
696500 22006.68002544699 298.62314884244097
697000 21897.047927249052 293.08283453685743
697500 21955.487233508207 296.18836741159885
698000 21973.221197474577 296.0022992838696
698500 22058.868497241117 282.2449230744138
699000 22085.712694514372 289.2335548380932
699500 22002.921192455866 315.44700690023467
700000 22018.508292544462 313.9529296496608
700500 22011.224789012052 325.74934354863746
701000 22161.259842265226 289.2085972269879
701500 22130.979317892172 300.19114768337994
702000 21995.810658801176 312.92253327221056
702500 22040.097612250425 293.08013100426024
703000 21976.19767414389 294.8897205220073
703500 22021.481736529448 294.6330351215317
704000 21991.3282025939 290.0808119147946
704500 21967.632204402067 292.3678002303249
705000 21973.66761337576 292.1176984323776
705500 22027.356171000578 305.72447786308754
706000 22120.883600581266 303.17544714730576
706500 22014.068521845915 299.4521570741115
707000 22026.674257624723 292.5085841870515
707500 21992.871806490995 321.8546545153245
708000 21994.51660190878 322.40547424928826
708500 22046.0545199996 293.9842623963391
709000 21933.230642665007 307.32757256237124
709500 21944.933744776823 302.0519791569271
710000 22011.508520472624 301.1272708778586
710500 22018.44450603781 311.60766518703605
711000 22107.334188807585 288.86199433494727
711500 22064.326525080778 290.04504017330055
712000 22001.60664879141 300.6843421206893
712500 21894.975061762907 305.23984461233596
713000 21911.192706454374 297.7742396069302
713500 21992.04379116354 274.8125114414511
714000 21922.42557178793 297.2898066178525
714500 22025.46622024832 293.0005520216084
715000 21928.334568369963 304.2255692996317
715500 22017.462345469572 296.08177813568454
716000 21977.916397441008 298.77234378946986
716500 22075.86167942343 289.2574110099923
717000 22034.499459612944 297.73183419748943
717500 22049.27945362387 296.5509662048393
718000 22007.055660594084 290.59160434669474
718500 21959.935568202116 300.30734951963973
719000 22032.513458598234 304.03236684977117
719500 21909.405771601774 313.7086604729649
720000 21897.40854107199 299.60498176397914
720500 21898.628929007627 295.2350217131678
721000 21965.123684275724 288.2362767349582
721500 22020.244552958586 274.15597857639625
722000 21915.209450114347 305.710559676754
722500 22051.192523348906 312.55382649791716
723000 22017.129644740202 311.64518921817637
723500 21970.823337424375 295.27151940322955
724000 21927.97823749838 292.2453402167569
724500 21995.754000056364 296.71090018412923
725000 22021.114453662016 294.9432404543475
725500 21983.440680850126 273.8306534872036
726000 21972.881055701353 292.1900930274796
726500 21921.22257934866 297.88473398548484
727000 22023.0855992919 291.9933359329079
727500 21968.9208720809 303.0984965991234
728000 21898.265624392607 295.19627107927505
728500 21942.667993891813 291.18848426564733
729000 21932.853926051237 294.83985536521504
729500 21926.615522730925 303.13163990614794
730000 22032.45364223776 308.9344722334584
730500 22003.989061701872 292.0786724386833
731000 22027.382627833464 291.2495891088852
731500 21907.059510100462 299.95871897815124
