#"Step" "Potential Energy (kJ/mole)" "Temperature (K)"
732000 21914.55108391104 292.3473234741723
732500 22005.565075266935 280.74954412295983
733000 21976.93302570639 307.383295373124
733500 21927.604704964735 305.73066094226806
734000 21930.85674129782 303.4372392204649
734500 21968.82511364279 286.04150892024245
735000 21950.8732322341 295.3616121237593
735500 21976.057560313322 303.2907227733239
736000 21965.121572840788 304.86277691315865
736500 21995.36163746176 287.57676497750464
737000 21981.028046000578 292.3949106544243
737500 21957.712269175627 317.3782553848543
738000 22020.011045802214 306.7615329411938
738500 22016.391991007902 293.0304911418511
739000 22020.20291744528 289.9998311004257
739500 22103.8249238616 300.6633897430612
740000 22023.802879679777 315.7284746828509
740500 22094.391363490202 314.9411959774719
741000 22045.389855731108 327.0099156874855
741500 22143.52850376425 318.85873987431455
742000 21985.94162975607 300.4682097091712
742500 21931.787151206114 305.9805624785415
743000 21983.139044154264 286.82675997617355
743500 22025.83998524008 291.17161221962425
744000 21994.32799326239 295.1116855547766
744500 22005.95505880175 290.3986271912172
745000 21940.41036831198 280.46091698550293
745500 21806.55548988638 274.88425518611297
746000 21922.49795185385 302.0571358950291
746500 21918.194149363615 284.22758874379804
747000 21918.83081375418 269.7502968495093
747500 21946.889723170378 291.0101762777804
748000 21907.02367447672 301.42906522037214
748500 21961.21778212843 307.2470673694778
749000 21982.874048579313 309.56349415106615
749500 22070.653394091703 318.8524316315879
750000 21974.26196276007 324.2552913307729
750500 22075.881422865965 312.3860322479281
751000 22046.958002436735 298.3771524088079
751500 22087.87861667929 299.3479208728651
752000 21982.929684031584 305.68587742545014
752500 21924.717251170256 309.46581651963885
753000 22053.694549906828 293.61525522953485
753500 21936.658672679045 305.9057897760624
754000 22016.01049457846 287.6220741812164
754500 22040.881815302946 289.0624813031946
755000 21959.574421275236 300.74304382384076
755500 22002.121343005278 303.1369969059238
756000 21873.4448703414 296.9517398796603
756500 21854.249004710295 304.6877482102013
757000 21892.99940334616 315.6065403561768
757500 21975.462131846525 310.9717843070984
758000 22117.661653864958 280.26295832088806
758500 21976.661368716337 283.9710785722871
759000 21927.787769663908 290.57856230518433
759500 21942.68341289816 279.20194694004573
760000 21992.545721400358 295.55629150346465
760500 21911.743127215483 301.3033008891854
761000 21933.10192714987 276.76471230369873
761500 21988.640785563566 291.2834333317682
762000 22005.96642338095 318.3015868649149
762500 21855.744106639006 322.443899457961
763000 21903.80969654379 320.06804502465343
763500 22000.022415507414 308.1189315993553
764000 21952.631496775724 310.23131676798516
764500 21954.841541636564 295.856033163821
765000 21932.918748248198 290.6105791402934
765500 21893.741484034636 293.70374585667366
766000 21876.077874529936 312.6401142466434
766500 21964.493222582914 297.78785740075296
767000 21998.858883250334 284.88685017415935
767500 21933.673148501493 295.6467346819236
768000 21877.15919529257 291.5499065215539
768500 21783.312176097013 292.9143393710098
769000 21982.10662876425 294.2189440453988
769500 22038.181326258757 314.1273575675966
770000 21956.311474192717 317.31972891066744
770500 21974.39303146658 296.36740134803347
771000 21981.971449244596 310.31772968025757
771500 21986.467447627165 287.28523404577663
772000 21978.801946986296 302.6590223558282
772500 21932.230362284758 301.4289650895352
773000 21901.669878352262 298.5388887431626
773500 21961.656954157927 308.19120103091103
774000 21983.144647944548 309.09688445096236
774500 21970.76332699118 297.1683979780722
775000 21966.5981906539 306.16169916255177
775500 21987.73465763388 297.82958692704443
776000 21928.719580042936 302.80621468611844
776500 21996.40456615744 312.55900826872835
777000 22097.480522502043 315.88452859220973
777500 22051.26466213522 319.7488028838045
778000 21939.970478404142 320.22237167707505
778500 22000.22479282675 306.1136864262428
779000 21987.653297770597 305.10396706661896
779500 22090.400539744474 305.79892514034657
780000 21966.426193583586 302.78448629450423
780500 21982.31181751547 305.46316141140386
781000 21951.443483698942 301.2733868016519
781500 21880.946253169157 304.93960229779486
782000 21817.50238643942 294.18955564475925
782500 21942.63533817587 291.1493331084068
783000 21888.956659663298 312.321147465596
783500 22011.27430568991 288.42004185343797
784000 21958.763935435392 312.07172155079803
784500 22069.968992579557 297.3802247636022
785000 21873.28238331137 312.5614114088147
785500 21856.182817805387 300.5911703769239
786000 21946.175033915617 307.7915037625871
786500 21982.73620449362 280.3469430603649
787000 21813.776861537077 288.8932601887793
787500 21855.412130702116 297.3002953230211
788000 21861.456299174406 284.7096185927894
788500 22014.372688639738 278.7802959857245
789000 21868.505266535856 314.7206828418381
789500 22050.364007342436 288.4568149033013
790000 21950.104434359648 310.7976067162549
790500 22003.664050448515 303.18701225897144
791000 21880.631974566557 297.24114303110343
791500 21849.714193690397 301.9671433053363
792000 21870.750107157804 282.71243395205
792500 21942.96296678839 297.92403533898073
793000 21898.78525101004 299.5032488336561
793500 21917.105898249723 297.9117693114565
794000 21932.097484934904 292.8111545435512
794500 21841.95350109396 311.1576271404445
795000 21917.130531657316 291.8475704670439
795500 21844.512944567778 291.7123187390578
796000 22007.593998301603 289.5478154698048
796500 21886.478720057585 295.93473600164964
797000 21939.57572780905 288.9359409580216
797500 21908.83724151907 288.22310952990165
798000 21879.93388973532 295.37680697826374
798500 21939.91446720419 291.90599681039384
799000 21840.78386818228 301.1740069459967
799500 21872.073227274992 297.0522962726494
800000 22038.662119258024 280.9394672879109
800500 21898.386735308744 313.7891656658583
801000 21886.61359058676 281.19425020248474
801500 21992.742194522 266.09587175941505
802000 21978.818013537504 275.20021804205237
802500 21829.23426281271 287.95045326093543
803000 21945.25173031149 283.7835835801317
803500 21979.085085261442 286.9427865834687
804000 21948.612886775114 309.628679325909
804500 21858.498023379423 323.77814286008186
805000 21966.39347111044 303.929557512951
805500 21992.944988597013 282.83692161506593
806000 21985.933458674528 298.63541486996513
806500 21969.20393596945 297.05925536581617
807000 22065.147645342924 289.6160296024648
807500 21937.729272235014 300.85105996418133
808000 21937.6216281539 287.03140237415363
808500 21931.51652466116 277.6980568674526
809000 21871.763737071135 288.09744532955176
809500 21838.74354206381 266.6791589172541
810000 21818.166248667814 280.98690427190746
810500 21775.20908211527 295.57035988605355
811000 21886.26401459036 275.03547778258974
811500 21761.519760954954 289.94070384121727
812000 21892.313126910307 297.93437384789394
812500 21903.271871913053 309.37194386001494
813000 21907.918592322447 307.67299891707796
813500 21985.32481466589 295.92797717015674
814000 22073.41593204794 288.92923219194716
814500 22039.37286125479 298.12054210646005
815000 22045.93840156851 300.6823895693691
815500 21989.82258163748 302.1393182794411
816000 21982.103826869108 327.4548720941027
816500 21998.720434535124 302.5712076118387
817000 22025.04777466116 284.1834811101295
817500 21973.587715495207 301.1350310177209
818000 21905.405412066557 298.33447163956555
818500 21915.54963241873 290.09155094705557
819000 21862.736908305265 298.1919604259019
819500 21954.075715411283 292.82557338406946
820000 21947.124038088896 294.5298502940731
820500 22060.480725634672 295.69572369389266
821000 21989.500172007658 310.65637217076215
821500 22049.399963725187 317.72978972061384
822000 21973.92117916403 311.2021352974608
822500 21916.69991909323 288.2237603803417
823000 21910.11079345999 288.88950528239434
823500 22034.00952946005 295.83753399169774
824000 21950.97124038992 312.60304080426926
824500 21836.46073185263 317.4729040584644
825000 21982.595507968046 283.6687084774613
825500 21850.785335887052 298.37552528270777
826000 21918.78343998251 281.5367727629204
826500 21921.555965769865 308.3633009068882
827000 21992.343574870207 302.76956679980134
827500 21933.961336482145 281.39058174099944
828000 21899.003680575468 280.08199686584237
828500 21903.64979730902 292.4586439321316
829000 21929.79253135977 287.89110070734387
829500 21863.156925547697 295.0939373639304
830000 21922.63677822409 281.0869349780027
830500 21996.418656695463 261.4528298835805
831000 21846.420545447447 319.8729651216004
831500 21932.311484683134 300.4411243177811
832000 21977.539629328825 287.42341460074306
832500 21967.419198144056 283.45007279501993
833000 22038.76400982199 296.57517283466774
833500 21972.69903122244 302.9485006053991
834000 21941.79164348898 292.7335531449288
834500 21852.61205993948 290.4837384026096
835000 21866.239667285063 291.31319722304625
835500 22039.674618113615 283.27719690505654
836000 21885.037563670256 317.0537313423572
836500 21956.062380183317 304.95627408214403
837000 21953.666941035368 292.0214726980858
837500 22005.12686954794 307.28256375117024
838000 22001.92615925131 319.8612247809701
838500 21924.36035381613 308.6499003948972
839000 21989.794948447325 321.7684919301444
839500 22070.36542259512 286.76302669846626
840000 22016.928539622404 319.68694705928965
840500 22105.509020197966 319.01191502211157
841000 22020.28598247824 311.5312152930383
841500 21987.808056223967 314.4656496001719
842000 21875.955965865232 316.1457949784749
842500 21993.804021227934 284.39768600303654
843000 21957.385426867582 292.4655529598799
843500 21876.463318217375 310.5515351844941
844000 21887.738580096342 291.62600595762234
844500 21910.83163391409 293.1299961610525
845000 21967.235272753813 300.174926487797
845500 21850.66665684042 305.07127434836065
846000 21850.74232040701 291.9493284300762
846500 21829.90719162283 290.9438145656036
847000 21870.65806423483 275.5369079812367
847500 21939.69626938162 268.9878255589802
848000 21898.102894175627 293.637183882823
848500 21833.011649478056 287.48624670091795
849000 21812.162948001005 297.6651971255111
849500 21916.849481928923 286.49825573290843
850000 21851.062784541227 301.76675646792586
850500 21847.35837875662 293.9384525384426
851000 21820.403442967512 300.55254490657734
851500 21943.867385256865 285.64604217977893
852000 21922.152672160246 307.661083347483
852500 21937.256053317167 300.91684592404573
853000 21888.47039638815 304.429911305101
853500 21799.492638934233 305.2995225911475
854000 21865.74286400137 302.2187220331283
854500 21945.545374262907 293.2639712208677
855000 21957.652089703657 302.5698308128309
855500 21969.2065185195 306.72924074628315
856000 21948.54313217459 307.5211254701611
856500 22018.971415865995 296.0241027736116
857000 21900.420352328398 305.9283692797906
857500 21919.524929392912 286.324403567285
858000 21914.04929481802 302.5109538807148
858500 21898.01464878378 303.4306806506458
859000 21884.14767109213 305.3505392525644
859500 21906.075222361662 293.13462721226057
860000 21832.34046875296 306.0695287271557
860500 21849.58379017172 287.8763814743148
861000 21899.90490471182 271.54919740041385
861500 21840.50555645285 305.7701875901471
862000 22003.38766704855 298.333119873267
862500 21970.37630783377 295.68213093277905
863000 21998.695707667448 303.2878940771806
863500 21950.79551159201 292.8066987213078
864000 21920.684843409636 289.40495379821186
864500 21982.97479759512 270.75413352246335
865000 22008.97448574362 282.0156234578391
865500 22038.158350337126 279.3290380048219
866000 21880.598552096464 302.76703849616877
866500 21840.427450526335 292.3751348141302
867000 21855.492004740812 286.619589274561
867500 21869.64856373129 298.85592800559897
868000 21921.864685404875 296.44455215788975
868500 21974.947005618193 314.0017934980837
869000 21980.56548725424 302.68623291076455
869500 21964.9782210475 303.92024534511637
870000 21913.780206072905 303.5472329448349
870500 21893.28284775076 296.97068964054967
871000 21977.25290809927 288.2542752528968
871500 21960.492804873564 314.9541629208546
872000 21925.027578700163 296.56480929304524
872500 22018.177750933744 285.399419928415
873000 21993.57801662741 297.9481168052629
873500 21878.08212887106 305.7383960494211
874000 21896.124534953215 284.9654779138603
874500 21889.02890335379 298.7770249060964
875000 21852.5905860549 313.67696906307583
875500 21849.318315852262 291.6297858967165
876000 21885.70731388388 281.56696221025544
876500 21864.86781536398 274.69468247909117
877000 21876.561151850798 297.5652665502528
877500 21964.23038898764 297.5204580007257
878000 21890.136207926847 321.0339821758286
878500 22008.890415061094 299.3044140242181
879000 21994.264782298185 297.1477209602457
879500 21993.219322074034 293.88383116689613
880000 21980.180982459166 301.4684166392865
880500 21970.258155692198 300.32041659385936
881000 21952.80673538504 299.97746847736676
881500 21923.86182342825 294.6065505151632
882000 22005.054929125883 295.99967084940016
882500 22010.49602733908 294.6206439304613
883000 22130.29366051016 298.38090731519287
883500 22077.909627307035 299.7821632799306
884000 22098.592533457853 311.3855749907205
884500 22062.467398989775 323.7914852941031
885000 22026.23429523764 309.55878800173036
885500 21993.146606791594 309.30570731138437
886000 21984.092199671843 306.8028369114283
886500 21991.694256890394 290.2407458940845
887000 21977.635340679266 288.7529768862374
887500 21936.334670174696 306.5539867489427
888000 22000.52493797598 279.3362223923718
888500 21933.53389357386 277.51156318366645
889000 21845.94017206488 289.93412023868905
889500 21876.730812419035 300.75057866931985
890000 22028.414605486967 299.1884875477599
890500 21980.298921931364 314.2239337598177
891000 22011.579104769804 325.8669472166142
891500 22027.511470187284 305.048219223157
892000 22020.625573504545 305.3243300059974
892500 21932.725661147215 322.91499001301753
893000 21941.060314524748 300.24156355977533
893500 21977.11522136984 301.196060762831
894000 21914.504476416685 300.5761006859656
894500 21931.25579773245 300.7494021319859
895000 21856.022934306242 310.1809008915898
895500 22018.08667122183 271.92699104815887
896000 21952.822794306852 301.09062299154147
896500 21934.01678978262 291.8709510174676
897000 21986.20013223944 299.93729097904776
897500 21934.75027071295 305.33937466424646
898000 21987.828208315947 301.856473697817
898500 22090.676821101286 295.1550672398775
899000 21930.726780284025 294.4617613249593
899500 21893.53504597006 295.6989278806745
900000 22002.561977732756 279.1472504703716
900500 22025.50062500296 291.4030396164837
901000 21969.236744273283 302.3544994480083
901500 21924.12800060568 319.84219992195295
902000 21966.07031642256 302.8033609572659
902500 21999.45626007376 282.6425926932898
903000 21885.659929860212 302.4624905556396
903500 21919.244446147062 306.05716256879464
904000 22002.272448647596 292.72942274790535
904500 21958.415686953642 285.77340860435663
905000 21852.481116641142 294.0189076659176
905500 21784.886215556242 279.1380134006646
906000 21857.452229846098 294.3284371155841
906500 21911.69028680382 297.79837113863084
907000 21966.312557089903 315.1443864783165
907500 21970.781248438932 320.3033775241532
908000 21967.75866543112 299.0383663904894
908500 21857.104449618437 299.6138433430476
909000 21934.67440925894 307.3255949783418
909500 22057.86514412222 317.16963278610615
910000 22085.293030131437 304.0422798026274
910500 22082.333139527418 310.2461611645603
911000 22024.465804446318 300.0156683916564
911500 22031.568137515165 286.2455255004917
912000 21947.27168976126 304.54799059455326
912500 21924.947649944403 287.4167058346686
913000 21900.881536830046 316.77158767659165
913500 21945.876719821073 292.3976642524399
914000 21956.44392858801 297.2483023859441
914500 21893.786598551847 300.717185035203
915000 21922.10006462393 289.6393100220515
915500 21895.914221156218 281.5295132772428
916000 21804.643015254118 301.5041132826528
916500 21821.33793960867 297.213056331344
917000 21903.604861128904 300.1816853192899
917500 21892.330487597563 304.69267965392015
918000 21841.908001292326 287.2815292048102
918500 21919.694607127287 289.1721496023446
919000 22013.42899833975 275.5633425221868
919500 21885.900404084303 306.42564404870495
920000 21869.60060154257 303.940722101269
920500 21857.14322315512 304.10626340742704
921000 21906.762451518156 283.23769528988686
921500 21912.69333635626 300.0724175434877
922000 21963.690523493864 299.46322153159247
922500 21894.54323421774 297.1598367915145
923000 21954.196562159636 290.6524838955495
923500 21873.996935237028 299.26628920805615
924000 21975.49117122946 308.7211935507929
924500 21912.769332755186 295.6887896334351
925000 21857.640792239286 294.51137615465916
925500 21869.68568168936 306.0664747366293
926000 21926.021343577482 276.036010137925
926500 21853.313335764982 309.9301732759117
927000 21897.376098979094 302.15926934869987
927500 21892.206604350187 284.1682361902065
928000 21836.373321879484 277.7748572193795
928500 21877.41879307089 291.4630430205152
929000 21837.866225588896 301.37582064783345
929500 21898.561165202238 294.79289400269386
930000 21966.538288462736 317.5516068962931
930500 21961.241507876493 330.15510037365203
931000 21890.352474558927 293.1851932849113
931500 21874.586935389616 295.51168321561136
932000 22018.19299923239 287.03936277568977
932500 21920.505407679655 286.6271241200401
933000 21783.34691177664 310.34421428662614
933500 21875.179239619352 299.03518723641673
934000 21945.44175754843 292.3160075549218
934500 21941.535095561125 301.5505489582801
935000 21920.684285986998 299.6580511075532
935500 21955.444012034513 282.187047450667
936000 21888.421957362272 293.6552574988893
936500 21946.189737666227 298.2924667534725
937000 21849.84309421835 312.37827210806586
937500 21896.793608058073 297.594504754637
938000 21865.09652935324 292.6978565015625
938500 21841.365211833097 294.7932194279139
939000 21992.345987666227 276.27031629634627
939500 21916.4580520278 292.4454266616566
940000 21854.693884242155 293.783700329964
940500 22005.040199626066 285.7378621572457
941000 21936.53835998831 311.91501679099923
941500 22014.45291744528 299.8696525987001
942000 21959.73258863745 318.2021819765505
942500 21934.296997416594 308.3222222310368
943000 21952.507129061796 294.58159290405786
943500 21830.542225230314 309.149052617004
944000 21923.673727381803 294.60599979556
944500 21988.964851725676 300.2002595895408
945000 21929.974064219572 301.0240359849816
945500 21947.238430011847 299.31988423852414
946000 21865.295639384367 291.55621476428064
946500 21898.089975703337 295.48822756706
947000 21881.644567835905 294.6756157599371
947500 21958.154198992826 296.98375671476936
948000 21909.11222301779 291.4229406203239
948500 21953.877426493742 290.53312793792634
949000 21982.775468695738 305.2382174862357
949500 22026.81938682852 286.8226295791501
950000 21901.09273229895 298.3464873399974
950500 22032.84621893225 280.6923694150716
951000 21856.931719172575 311.57602384256546
951500 22013.28970371542 288.40006575147
952000 21896.916956294157 321.02687288640647
952500 22001.807038176634 287.69542001926925
953000 21917.51734863577 321.9801434867097
953500 22001.76776157675 299.70951835773633
954000 21951.803529847242 298.686106106162
954500 21935.160773623564 314.8403892573905
955000 22018.342556346037 299.21997869597504
955500 22029.872405398466 314.811126020297
956000 21915.94824634848 319.25545825023977
956500 21964.175512660124 307.7335780734219
957000 21965.912212718107 299.823992937059
957500 21973.36371623335 280.10405068267676
958000 21979.336207259275 301.9451896193389
958500 21985.846642840483 293.8427274583355
959000 22071.34367309866 306.8426138863996
959500 21982.118465769865 308.5537998241516
960000 21977.002689707853 318.16328114640237
960500 21957.546802867033 320.1244437185554
961000 21985.593660700895 294.2417738762194
961500 21974.711292613127 292.3763614168826
962000 21993.412372935392 301.6923091906668
962500 21954.120873797514 297.037752268585
963000 21937.35637699423 274.13650312861296
963500 21864.42221962271 300.8639768421456
964000 21943.715972292997 299.70774103538076
964500 21982.829826224424 291.50614934581455
965000 22020.489312518217 309.2574943134015
965500 21929.95509563742 313.3660628144015
966000 21925.274125445463 302.2710153627161
966500 21943.340132105925 285.0314140699801
967000 21971.745825160124 274.9102391382969
967500 21981.97622715292 296.8184907684128
968000 21983.512136328794 296.3581642783265
968500 21987.550592768766 323.86392995462353
969000 21921.488342631437 307.32917465576213
969500 21967.9812611228 287.78135731006626
970000 22000.02297006903 291.34789255804327
970500 21912.05107199011 285.3131822451072
971000 21926.84318195639 307.25082227586273
971500 21893.32378994284 303.5179446750322
972000 21949.519330371 300.3407681864658
972500 21880.37592350302 287.45515607605057
973000 21913.160303462126 301.40087838977576
973500 21940.380189288237 295.2618818101749
974000 21993.41844593344 298.61866798748827
974500 21995.892327654936 306.9064973603623
975000 21963.060956347563 307.97016220838333
975500 21938.08899532614 323.3448516959673
976000 21944.486292231657 285.5125427414391
976500 21892.60615574179 301.340649691361
977000 21896.69998298941 287.0413653924284
977500 21855.876749384977 315.5946247865819
978000 21946.650875437834 308.0582773448836
978500 21953.414938319303 312.2826221260864
979000 21966.49072634039 305.62189382065054
979500 21979.094173777677 297.79111165295325
980000 21890.411326754667 286.9227103506638
980500 21875.186586726286 287.89560659500586
981000 21945.49914966879 287.305360344
981500 21842.163530696012 290.59791258942147
982000 21986.52331863699 321.2608786523169
982500 21941.864049780943 305.5788375607697
983000 21869.56847893057 291.3989592848787
983500 21939.13557182608 273.16235524880926
984000 21820.853813517668 267.9800086852581
984500 22002.15268646536 285.6885477200566
985000 21969.142366755583 285.8133357755833
985500 22001.139649737455 318.2254874288464
986000 21866.29966245947 315.87474080289957
986500 22030.934750903227 297.68389655930815
987000 22009.172985423185 296.8441743280859
987500 21963.02371345816 307.70877065857195
988000 21838.746043074705 310.04502334587283
988500 21916.87636648474 306.2160201415874
989000 21994.426755774595 290.77932463323333
989500 21865.628543246366 305.2243743980299
990000 21900.16970955191 305.33854858484176
990500 21803.734250414946 289.57114595481
991000 21858.21269642172 305.4711468456492
991500 21917.914342272856 293.88388123231465
992000 21889.08520828543 288.62761307839827
992500 21796.789077628233 281.4871078678021
993000 21903.005973685362 286.3856085413598
993500 21819.295042384245 296.63835539277187
994000 21846.62717365084 306.35818089732186
994500 21914.466358531095 293.9203288569579
995000 21901.302614439108 302.068625908567
995500 21953.385725367643 309.06694533071965
996000 21936.112552989103 296.796161591777
996500 21898.10695396719 310.0258482906004
997000 21935.853758204557 316.0455139452873
997500 22022.80660950003 298.1271757744068
998000 21957.810623515226 304.0058822434026
998500 21915.65197025595 298.99463424745926
999000 21901.12631450949 303.0615983857139
999500 21930.773659098722 314.8049429411165
1000000 21861.860900271513 303.2373029718206
